pitcher_id,pitcher_name,workload_category,mean_velo_dev,count
502624,Chase Anderson,Low,0.31869572696154436,7
669387,Carmen Mlodzinski,High,-0.8274519380401785,5
663574,Tony Santillan,Low,0.31140594931703164,5
640470,Adbert Alzolay,Low,-0.3828509751191531,18
664139,Ian Gibaut,High,0.12966136259614558,6
656234,Jake Bird,High,0.04370030900396671,6
622772,Jimmy Cordero,Low,0.1324552105935853,13
621053,Tyler Ferguson,Medium,-0.1180283666625445,25
642701,Dennis Santana,Low,0.0038439530762334343,53
547973,Aroldis Chapman,Medium,-0.053683816964771626,132
621051,Steven Wilson,High,-0.09812287385479253,11
623437,Justin Topa,Medium,-0.13007431715592097,42
605154,John Brebbia,Medium,0.07434851613850994,37
650895,Diego Castillo,Medium,-0.008917477130289873,67
573204,Caleb Thielbar,High,-0.04464919153321887,10
683232,Nick Mears,Low,-0.0012898829253102536,17
622065,Alex Young,Low,0.14656289547204557,36
673929,Jordan Leasure,Medium,-0.05824564078601639,20
453265,Tony Watson,Low,0.030436112851387778,22
663423,Trent Thornton,Low,-0.235848401157924,36
686580,Justin Slaten,Low,0.3996285957333801,15
661440,Mauricio Llovera,Medium,0.1023536181154365,15
682171,Penn Murfee,Low,-0.14393808695062849,15
642130,Blake Taylor,Low,-0.0610491210777144,25
681676,Ryan Fernandez,Medium,0.2391639691288071,29
621295,Nick Wittgren,Medium,-0.23266526004740706,35
679885,Justin Martinez,Low,-0.009731893738778407,13
543022,Tyler Chatwood,Medium,0.1924720063392745,23
605121,Justin Anderson,High,0.23796404862659026,11
664849,Danny Young,Medium,0.09737821208159593,15
665625,Elvis Peguero,Low,0.029223537205609773,35
669211,Keegan Akin,Medium,-0.06559574992039369,58
500610,Deolis Guerra,Low,-0.1350116935352607,15
641302,Tyler Alexander,Low,-0.20280177276945643,8
656353,Tucker Davidson,Low,-0.2611886062239971,14
641755,Tyler Kinley,Medium,-0.09925325366529658,85
663878,Nate Pearson,Medium,-0.06898600959060042,55
592773,Ryne Stanek,High,0.3165828398264058,11
675627,Michael Grove,Medium,0.0316704803133273,22
518886,Craig Kimbrel,Low,0.052123570263921885,87
592858,Rowan Wick,Medium,-0.12708327567800978,31
600986,Thyago Vieira,High,-0.18971609510757048,7
683627,Anthony Molina,Low,0.12463094943873253,11
657024,Erik Swanson,Low,0.07727293569112342,71
657265,Peter Strzelecki,Low,0.07552231747968412,14
607625,Seth Lugo,High,0.8739977919399016,7
543507,Trevor May,Medium,0.057448788461936066,70
552640,Andrew Kittredge,Medium,-0.15692190910938017,39
605177,Andrew Chafin,High,-0.0658971388330561,6
656685,Brett Martin,Medium,0.05659001009451943,62
667463,John King,Medium,-0.030852365183183492,88
689147,Orion Kerkering,Medium,-0.0073717706348749605,44
642232,Ryan Yarbrough,Low,-0.0586755461776792,11
621389,Ty Blach,Medium,0.004580701231544637,16
571710,Mychal Givens,Medium,-0.16997734315238366,64
682120,Tim Herrin,Medium,0.1868668633514261,41
573124,Taylor Rogers,Low,-0.033704986002512045,93
656730,Trevor Megill,Low,-0.009207858513031684,46
554431,Tyler Matzek,Medium,-0.04022967510167171,66
641394,Jake Brentz,Medium,-0.000335103034317945,51
465657,Joakim Soria,Medium,-0.033983387787735665,23
642397,Gregory Soto,High,0.2781371271546588,22
664199,Taylor Clarke,High,0.4070413155368082,17
543859,Michael Tonkin,Low,0.10142983915878677,22
688297,Chris Roycroft,High,-0.44742241915000847,6
592426,Luke Jackson,Low,0.035799893335474994,53
595345,Steven Okert,High,0.18600107738268434,6
493603,Adam Ottavino,High,0.00009716363983535025,18
545343,Louis Head,High,-0.39675195798353496,6
572143,Burch Smith,Medium,-0.06648882954817878,50
622251,Josh Staumont,Low,-0.14329510754472072,33
448281,Sean Doolittle,Medium,-0.2757540293811052,27
622092,Kyle Zimmer,High,0.053388771545915654,7
606149,Giovanny Gallegos,Medium,0.009188174385182723,93
673513,Yuki Matsui,Low,-0.027963443963460694,24
670280,David Bednar,Medium,0.0021702406889175614,141
656322,Sam Coonrod,Medium,0.12607378752500956,23
701643,Grant Hartwig,Low,-0.04458191245772506,6
664875,Justin Lawrence,Medium,-0.010012381252191848,99
607455,Anthony Banda,Low,-0.4074605897954919,17
642207,Devin Williams,Medium,0.024668188276313806,93
623451,Jackson Stephens,Low,-0.07621949310569509,17
592767,Drew Smyly,Low,-0.3475130271014822,11
642100,Gabe Speier,Medium,0.03577762627738489,30
573009,Joe Mantiply,Medium,-0.11269992638689003,89
656322,Sam Coonrod,High,-0.15975068422876007,5
671922,Cade Smith,Low,-0.13695008072206563,17
669395,Dylan Coleman,High,-0.13851524855040034,6
489446,Kirby Yates,High,-0.26580805458385964,6
676534,Calvin Faucher,Low,0.8318001817403996,10
650828,Edgar Santana,Low,-0.028277788151282447,22
592229,Dylan Covey,Low,-0.022532688524012637,13
656629,Michael Kopech,Low,-0.15147343590650805,20
669711,Greg Weissert,Medium,-0.1446687430232577,36
596057,Daniel Norris,Low,-0.16750706000320187,27
669711,Greg Weissert,Low,0.20219572711241235,19
656793,Nick Nelson,Low,0.12771874282317042,13
664294,Dauri Moreta,High,-0.06835772494621851,7
607481,Aaron Bummer,Medium,-0.02522741667152368,98
613534,Austin Adams,Low,-0.0031052751213030538,46
572955,Pierce Johnson,Low,0.06898813936999086,60
518553,Steve Cishek,Medium,-0.007530521951468138,90
608678,Dominic Leone,Medium,0.07245068356840292,59
605447,Jordan Romano,High,0.1882727082979057,7
641386,Ben Bowden,Medium,-0.04634419820266969,21
666745,Jhony Brito,Low,0.023441364523815116,7
668868,Zack Thompson,Low,-0.12243442295195767,9
518397,Scott Alexander,Medium,-0.03051369301941221,19
608335,Kyle Funkhouser,Low,-0.06695479781479996,8
489265,Sergio Romo,Medium,0.0864114898484315,35
669270,Joel Kuhnel,Low,0.246251682190195,12
595345,Steven Okert,Low,-0.10609894593021402,57
621114,Ryan Burr,Low,-0.15109294778163948,9
664294,Dauri Moreta,Medium,-0.08834832046046272,57
672582,Angel Zerpa,Medium,-0.10690703386394822,29
669093,Jeremiah Estrada,Low,-0.17565708940428024,20
669212,Eli Morgan,High,-0.07561433084260898,10
663485,Cole Sands,Low,0.1293971605390612,19
641302,Tyler Alexander,Medium,-0.12925414007037261,10
453178,Ian Kennedy,Medium,-0.00011123707212096494,59
592155,Cam Booser,Low,-0.29628030152088436,15
643511,Tyler Rogers,Medium,0.04155707877648012,169
607455,Anthony Banda,Medium,0.06162731083864932,51
621363,Colin Poche,Low,0.02399558008367194,75
666974,Yennier Cano,Low,0.26730393894969,43
656529,Sam Hentges,High,-0.3270216456935149,8
641771,Chad Kuhl,High,-0.11363789503117516,9
606149,Giovanny Gallegos,High,-0.044226877127741954,19
657097,Jacob Webb,Medium,-0.007022653331451237,109
518489,Ryan Brasier,Low,0.0936468445339198,48
670036,Matt Festa,Medium,-0.022190959564331553,24
643338,Chad Green,Low,-0.017527907165314955,37
670280,David Bednar,Low,-0.04337424074115765,76
448855,Junior Guerra,High,-0.24166684040268838,15
608371,Lucas Sims,High,-0.12057414992615634,12
608328,Chase De Jong,High,0.033991189102593466,11
571901,Aaron Loup,Medium,0.02595141254348125,95
681982,Grant Anderson,Medium,-0.016337450196627402,15
686580,Justin Slaten,Medium,-0.20554486758566617,23
453343,Mark Melancon,Medium,0.010512107081761158,59
656730,Trevor Megill,Medium,-0.016105959146231898,60
621114,Ryan Burr,Medium,-0.037805547010263674,19
542888,Shawn Armstrong,High,1.038213536207343,7
641835,Tim Mayza,Low,-0.00835866081420952,117
502706,Derek Holland,High,-0.6068312399187903,7
664918,Kyle Keller,Low,0.4939363651427314,10
681869,Shawn Dubin,Low,0.3160256012465608,13
608335,Kyle Funkhouser,High,-0.1352682387423414,17
542960,Brad Brach,High,0.1815067378226323,7
669093,Jeremiah Estrada,High,-0.017580513202704293,7
622251,Josh Staumont,High,0.1917981402438639,11
623433,Nick Anderson,Medium,-0.00028620019033133404,41
660853,Enyel De Los Santos,High,-0.26598321661202345,9
596057,Daniel Norris,Medium,0.1448428308251323,25
621074,Michael Rucker,High,0.0549555458760409,7
622503,Nabil Crismatt,Low,0.09637618728303574,33
608716,Drew Steckenrider,Low,-0.4219608077661089,22
666619,Gregory Santos,Low,0.22528939948897722,13
683769,Hunter Gaddis,Low,-0.02243121693117587,25
519293,Will Smith,Low,-0.004290105653881817,94
605280,Clay Holmes,High,0.2791134328784516,20
592222,Alex Claudio,Medium,-0.08274983358574611,22
623149,Paul Sewald,Medium,-0.026663035484798175,127
657612,Tim Hill,Medium,-0.023872825932710156,125
592222,Alex Claudio,Low,0.1441240947734741,15
669060,Bryse Wilson,Medium,-0.09285635598608469,28
572143,Burch Smith,Low,0.06252219597538418,24
622065,Alex Young,Medium,-0.029474483159343378,60
594577,Mike Mayers,High,-0.2767101693563979,9
600986,Thyago Vieira,Medium,0.04094338958762952,15
676092,Collin Snider,Low,-0.0447531118194064,30
458708,Josh Tomlin,High,-0.08929527619690465,6
621348,Sam Clay,Medium,0.08397273944542404,28
643256,Adam Cimber,Medium,0.02992692443550486,96
670280,David Bednar,High,0.21360273994206327,14
657508,Mike Baumann,High,0.28817778103875163,14
686839,Brendan White,Medium,0.09895866402118755,20
607755,Andrew Vasquez,Medium,0.018637254901959464,20
683232,Nick Mears,Medium,-0.021064181321443293,28
489446,Kirby Yates,Medium,0.02365381999945491,71
663986,Trevor Stephan,Low,0.12369424991428822,53
594987,Casey Sadler,Low,0.16225746475746838,16
623352,Josh Hader,Low,0.14339166018887858,80
502085,David Robertson,Medium,0.08566039618600925,100
572955,Pierce Johnson,High,-0.06952471517536782,17
656061,Albert Abreu,Low,-0.03336927111486824,29
657585,Reed Garrett,Medium,-0.12950936862943827,29
572143,Burch Smith,High,0.36478175479964536,5
608665,Kendall Graveman,Medium,0.005099012418313146,104
656638,Alex Lange,Low,0.08712073885643518,43
663158,Robert Suarez,Low,-0.0434026893643319,38
683769,Hunter Gaddis,Medium,0.1060000805153402,46
542914,Anthony Bass,Medium,-0.031090635671682475,76
668674,Lucas Erceg,High,-0.3190392936724496,9
669674,Sam Long,Low,0.1941275595043308,32
475479,David Phelps,Low,-0.043842771192530945,15
592426,Luke Jackson,Medium,-0.004223620395010502,86
475479,David Phelps,High,0.346026235917859,6
647315,Zach Pop,Low,0.03291335172066618,56
605194,Jharel Cotton,Medium,0.03524873245326979,31
686539,Declan Cronin,Low,0.2597632381577707,22
668338,Tyson Miller,Medium,-0.06816788301264692,33
605177,Andrew Chafin,Medium,-0.08562352920851923,129
622098,Drew Smith,Low,0.11725873689783008,41
676680,Tom Cosgrove,Low,-0.01123837771918564,15
669211,Keegan Akin,High,-0.22856747423717252,10
571521,Rex Brothers,Low,-0.06475532013686376,20
593974,Wandy Peralta,High,0.49494338521238845,7
661440,Mauricio Llovera,High,-0.24353431397137135,9
621051,Steven Wilson,Low,-0.038925830101254895,43
571670,Dylan Floro,Low,-0.1387368232706639,93
624522,Keegan Thompson,Medium,-0.0045199876217578705,16
669711,Greg Weissert,High,0.2732711867405044,5
593974,Wandy Peralta,Medium,-0.05386087916858762,111
605463,Tayler Scott,High,-0.09402795219633475,12
641401,Connor Brogdon,Low,0.30611406400446095,42
659275,Dinelson Lamet,Medium,0.2197457191219948,13
660853,Enyel De Los Santos,Low,0.01740855716482041,78
571863,Matt Koch,Low,0.058629921195280696,13
663158,Robert Suarez,High,0.4837203101312923,5
607237,Amir Garrett,Medium,-0.033886207305632125,57
572193,Ryan Tepera,Low,-0.10841746849433509,48
676265,Cory Abbott,Medium,0.05006305592115594,11
656271,Brock Burke,High,-0.12760283300693537,14
667297,Tommy Nance,Medium,-0.046288875155515156,22
667297,Tommy Nance,Low,0.06121010561001425,9
621052,Alex Reyes,High,0.3081148982057854,20
622253,Dillon Tate,Medium,-0.3634012999172717,90
543766,Bryan Shaw,Medium,-0.0012414076730270975,97
519326,Hunter Strickland,High,0.028148047822196532,20
664139,Ian Gibaut,Low,-0.2594581459274662,26
607560,Ryne Harper,Medium,-0.07526732845698932,11
612434,Miguel Castro,Medium,-0.04443586491612516,86
605280,Clay Holmes,Medium,-0.020272976765333933,155
669424,Jimmy Lambert,Low,-0.3176539934577412,7
607359,Spencer Patton,Medium,-0.05754128517201615,26
605194,Jharel Cotton,Low,-0.11740938010790879,11
656257,Jeff Brigham,Low,-0.03591687981777309,9
669276,Dylan Lee,Medium,-0.07631031569459747,43
670059,Colin Holderman,High,0.13143863205845321,10
606965,Chris Devenski,High,0.32686261423760643,5
489446,Kirby Yates,Low,-0.001966811452505649,43
643377,Griffin Jax,Medium,-0.06922303394327148,118
664948,Anthony Misiewicz,Medium,-0.0370455835194952,28
571670,Dylan Floro,Medium,0.09349934445327819,147
658648,Pedro Avila,Medium,-0.010595943089484194,27
605521,Art Warren,Medium,-0.013603121295431082,26
623352,Josh Hader,Medium,-0.040726357899976376,149
571710,Mychal Givens,Low,0.2674508619255754,40
663773,Bryan Hoeing,Medium,0.003538780822482737,18
453178,Ian Kennedy,Low,-0.022416754368741305,45
661403,Emmanuel Clase,Medium,-0.04545386763713799,177
621248,Ralph Garza,Medium,0.0870880348409931,15
502085,David Robertson,High,-0.3467094745580461,22
656458,Lucas Gilbreath,Low,0.04176960808197977,33
670174,Josh Winckowski,Medium,0.11000849939190094,34
657031,Josh Taylor,Medium,0.005065053012957136,23
605488,Jeffrey Springs,Medium,-0.03783780979323616,29
592390,Heath Hembree,High,0.22920675149731834,10
667463,John King,High,-0.18600735246327002,7
592767,Drew Smyly,High,0.21114373966858935,8
596027,Dillon Maples,Medium,0.2569190018315268,16
453268,Daniel Bard,Medium,-0.016774834826949362,107
453268,Daniel Bard,Low,-0.009360092191927549,50
621051,Steven Wilson,Medium,0.03277574174707574,84
547184,Michael Kelly,Low,-0.03185091991339846,5
523260,Joe Kelly,Medium,-0.052431821674790303,92
573009,Joe Mantiply,High,0.4682815845855629,5
650960,Daniel Duarte,Medium,-0.0991994083602429,18
456034,David Price,Low,0.29245307238843865,18
543766,Bryan Shaw,High,0.050939590881060245,36
676684,Will Vest,High,0.05114650051178368,15
669211,Keegan Akin,Low,0.15225570594386859,40
669622,Anthony Bender,Medium,0.02722680897034526,68
680767,Victor Vodnik,Low,-0.32987716369863906,13
621363,Colin Poche,Medium,0.00045682175674784895,92
640451,Hunter Harvey,High,-0.01265203059435116,16
455119,Chris Martin,Medium,-0.06975014339528698,94
605154,John Brebbia,Low,-0.11112033570804797,13
465657,Joakim Soria,Low,0.04885111994486824,16
605121,Justin Anderson,Low,0.22714114425823198,10
656222,Jalen Beeks,Medium,0.0875591344428468,40
681676,Ryan Fernandez,Low,0.3457306247976162,18
606930,Jacob Barnes,High,0.06316516249181348,10
628708,Yunior Marte,Medium,-0.04441998188081442,42
665625,Elvis Peguero,High,-0.47436883559388576,8
489265,Sergio Romo,Low,-0.14638651886554152,26
676092,Collin Snider,Medium,0.006613460995798384,44
657571,Caleb Ferguson,Low,-0.01942631373555143,51
686747,Joe La Sorsa,Medium,-0.13657483777977575,8
657571,Caleb Ferguson,Medium,0.020208075566134662,43
608678,Dominic Leone,High,0.128649779242726,6
605463,Tayler Scott,Low,-0.01592086453138582,18
664854,Ryan Helsley,Low,0.13792309988251317,63
657240,Julian Merryweather,Low,-0.2078075219987048,14
605194,Jharel Cotton,High,0.024849059391948813,8
656730,Trevor Megill,High,0.13899190403732006,10
612434,Miguel Castro,High,-0.09044174954334494,9
608723,Austin Voth,Medium,-0.07732114222059472,82
640448,Kyle Finnegan,Medium,0.016205717479812223,151
666374,Matt Brash,Low,-0.15531108149049436,13
643338,Chad Green,High,0.13123751002766276,14
571479,Andrew Bellatti,Medium,0.08946491860969108,34
643316,Paul Fry,Medium,-0.030757545196588718,29
641329,Bryan Baker,Low,0.012087198079900791,31
670102,Bowden Francis,Low,-0.19942282382136917,7
656546,Jeff Hoffman,Medium,-0.041590426845174944,85
681517,Kyle Leahy,Medium,0.07827981518218152,16
657265,Peter Strzelecki,High,0.08024337674797266,6
451584,Wade Davis,Low,0.05111464404205446,16
642121,Cole Sulser,Medium,0.026033448109552507,66
681806,Andrew Wantz,Medium,-0.13980156559942372,25
453343,Mark Melancon,Low,0.016099180928037526,57
608349,Corey Knebel,Medium,0.09077952855557077,31
623465,Evan Phillips,Low,0.061251115263558906,79
663432,Tanner Rainey,Medium,0.16994644641460344,64
641329,Bryan Baker,Medium,0.012280134460993963,75
571946,Shelby Miller,Low,0.0721935090714337,36
641835,Tim Mayza,High,0.6414594721807901,5
595928,John Curtiss,Low,0.3472199601428971,14
657044,Ryan Thompson,Low,-0.022531173709566588,82
664126,Pete Fairbanks,High,0.14833884593209554,11
573204,Caleb Thielbar,Medium,-0.029550316691076293,129
657612,Tim Hill,High,-0.5956244770443426,8
592094,Jason Adam,Low,-0.09543391352506074,65
677053,Andrew Nardi,Low,-0.03784136657852349,34
502706,Derek Holland,Medium,0.08661873636366459,17
668970,Gavin Hollowell,High,0.1334276743817387,9
608665,Kendall Graveman,Low,0.04969861598587729,68
543056,Danny Coulombe,Medium,-0.005723735105606744,45
693312,Kyle Nicolas,Medium,-0.04722151599494566,25
592773,Ryne Stanek,Medium,0.02120500323901547,136
598286,Nick Ramirez,Low,0.25692124079621836,10
608678,Dominic Leone,Low,-0.1293971539998357,39
660853,Enyel De Los Santos,Medium,0.008354689440721583,124
669459,Kyle Nelson,Low,-0.026642676907834093,60
605151,Archie Bradley,Medium,0.10511965550374924,28
663765,Jake Woodford,Medium,-0.0608271441413513,14
606303,Joel Payamps,High,-0.08945948207202055,21
519326,Hunter Strickland,Medium,-0.12947694587634487,117
502706,Derek Holland,Low,0.21348462778838403,13
572070,Garrett Richards,Medium,-0.19160917700414568,15
622250,Josh Sborz,Low,-0.07173877936596844,35
683409,Angel Chivilli,Low,-0.3569647753040499,5
677053,Andrew Nardi,High,-0.16746287976360869,7
606303,Joel Payamps,Low,0.1268423853701528,64
594580,Sam Moll,Low,0.08488172386490334,80
641755,Tyler Kinley,Low,0.22428213212962428,30
680704,Nick Sandlin,Low,-0.11834904835970757,81
683409,Angel Chivilli,Medium,0.02780831271903068,20
607481,Aaron Bummer,Low,0.04251275258735868,66
641360,Phil Bickford,Medium,-0.030260694838434767,98
594577,Mike Mayers,Medium,0.052134946861351124,42
676760,Ron Marinaccio,Medium,-0.009526719413744953,54
571901,Aaron Loup,Low,0.008406934410908876,85
519151,Ryan Pressly,High,-0.13627202229806792,6
676680,Tom Cosgrove,Medium,-0.009239696506217651,35
663855,Jordan Hicks,High,-0.0035845975143502075,5
518397,Scott Alexander,Low,0.10505392123404601,21
657240,Julian Merryweather,Medium,0.08094541351893134,42
669270,Joel Kuhnel,Medium,-0.12431664274539103,34
689225,Beau Brieske,Low,0.006201115927064886,6
690829,Ben Joyce,Low,-0.02797230774453655,11
493603,Adam Ottavino,Low,0.025513858502436888,91
605151,Archie Bradley,Low,-0.13184598469298692,15
676395,Robert Garcia,Low,0.09327538465294029,26
667427,Zach Jackson,Low,-0.12022584230075672,16
650556,Bryan Abreu,Medium,0.008107127475301302,138
548384,Brooks Raley,Medium,0.0595100016813701,99
608328,Chase De Jong,Low,0.1576350578600966,5
543272,Brad Hand,High,0.3287930516574278,15
663546,Sean Hjelle,High,-0.022473836853147976,11
547973,Aroldis Chapman,Low,0.12697941031690763,88
593833,Wander Suero,Medium,-0.11119768262734908,27
658648,Pedro Avila,High,-0.020241950861219493,15
572070,Garrett Richards,Low,0.08105427356126585,9
656546,Jeff Hoffman,Low,0.03475581024550117,57
657612,Tim Hill,Low,0.07310470809378124,106
663992,Richard Lovelady,Medium,0.09359834651877819,20
670950,Trevor Richards,Medium,0.026920043850071945,62
663460,Kris Bubic,Medium,-0.09255912837164051,15
595465,Dan Winkler,Low,-0.2412585910151786,13
670102,Bowden Francis,Medium,0.01660665430473311,9
656638,Alex Lange,Medium,-0.023677052026000296,118
671922,Cade Smith,Medium,-0.06356091201613849,47
664199,Taylor Clarke,Low,-0.1214829227657805,41
643493,Austin Pruitt,Medium,0.1040565468611718,21
663855,Jordan Hicks,Medium,0.03786899247103529,36
676979,Garrett Crochet,Medium,-0.0873938238589287,23
641682,Ryan Hendrix,Low,-0.017060049609048476,18
676254,Ryan Walker,Medium,0.02853632864046689,46
622253,Dillon Tate,High,0.5371109246545624,15
669796,Jose Hernandez,Medium,0.09104041040421389,24
607179,Jordan Weems,High,-0.2568014360751384,20
500610,Deolis Guerra,High,0.27243747616758895,8
542947,Richard Bleier,Low,0.10823722681323658,82
663893,Brendon Little,Low,0.10786231915767733,21
642701,Dennis Santana,High,0.13853851216297813,20
682120,Tim Herrin,Low,-0.2748102836509234,27
669674,Sam Long,Medium,-0.13441227767030375,43
682171,Penn Murfee,Medium,0.0751783424742499,43
606625,Reyes Moronta,Medium,0.013986265375163709,27
661527,Seth Martinez,Low,0.021530957868137683,47
458677,Justin Wilson,Medium,0.07445232904708583,48
669467,Andre Pallante,High,-0.035081383698405535,7
573204,Caleb Thielbar,Low,0.05677977024641621,75
595014,Blake Treinen,High,-0.43645532321487224,7
448281,Sean Doolittle,Low,0.277147169589681,26
502202,Brad Boxberger,High,-0.11193033124630408,11
571670,Dylan Floro,High,-0.08418790704618573,10
594987,Casey Sadler,Medium,-0.10817164317163967,24
503569,Rafael Dolis,Low,0.0078428307916667,16
592741,Chasen Shreve,Low,-0.07854964208600591,41
669467,Andre Pallante,Medium,-0.10552867597954438,39
607359,Spencer Patton,Low,0.01967714703952791,11
666214,Joey Wentz,High,-0.30723575686454296,8
669212,Eli Morgan,Medium,-0.006163946383882724,82
669467,Andre Pallante,Low,0.33547600377627873,13
641627,Trevor Gott,High,-0.19362495973876293,8
676254,Ryan Walker,Low,0.15626680016169736,16
571948,Hoby Milner,High,-0.4309120841861748,20
641703,Brent Honeywell,High,-0.17900058900306298,7
640470,Adbert Alzolay,Medium,0.10638831168831525,33
475479,David Phelps,Medium,-0.033774186848067496,42
663568,Stephen Kolek,Low,0.19106502127032018,11
640444,Wil Crowe,Low,0.34899592761845827,12
453268,Daniel Bard,High,0.16163656686282277,14
656271,Brock Burke,Medium,0.03502955551775832,75
445276,Kenley Jansen,High,0.35286988589672974,13
573668,Juan Minaya,Medium,-0.04414482733438376,15
570663,Hansel Robles,Medium,-0.007344501744944964,41
683232,Nick Mears,High,0.08738929810430461,7
650895,Diego Castillo,Low,0.07096944700197062,44
681517,Kyle Leahy,Low,-0.07491334329209565,14
668970,Gavin Hollowell,Medium,-0.4460804872097618,9
676395,Robert Garcia,High,0.21805695430017324,13
608665,Kendall Graveman,High,-0.3554366525948893,11
657265,Peter Strzelecki,Medium,-0.03419494900448746,45
605242,Michael Fulmer,Low,0.12174512958983996,36
666374,Matt Brash,Medium,0.01645857728968656,53
433589,Yusmeiro Petit,Medium,0.07690303322337012,55
617228,Hirokazu Sawamura,Low,0.010204890130488647,42
543272,Brad Hand,Medium,-0.05428274304005024,102
681676,Ryan Fernandez,High,-1.0122235654686624,13
676265,Cory Abbott,High,-0.017263930333692203,5
552640,Andrew Kittredge,Low,0.2535218600843888,26
666974,Yennier Cano,High,-0.5849988449713327,11
605521,Art Warren,Low,0.15334871959871776,8
656794,Sean Newcomb,Medium,-0.021943112948415926,18
657240,Julian Merryweather,High,-0.049040205981391694,10
642130,Blake Taylor,Medium,0.23546466598489602,20
643256,Adam Cimber,Low,-0.01924953662544739,47
607216,Joey Krehbiel,Medium,-0.5010658730308726,26
501925,Joe Smith,Low,-0.0939178339434612,32
663992,Richard Lovelady,Low,-0.16120798603755068,12
622088,Tejay Antone,Medium,0.13333276372750902,11
608648,Tyler Duffey,Low,-0.15321034914604995,35
596133,Luke Weaver,Low,-0.06530336012913057,23
664076,Garrett Cleavinger,Medium,0.22365285721348052,40
687863,Porter Hodge,Medium,0.2415954691419161,19
663559,Bailey Falter,Medium,-0.07492036862523435,10
593974,Wandy Peralta,Low,0.027325585774204866,92
502202,Brad Boxberger,Medium,-0.19817377543128167,82
605130,Scott Barlow,Medium,0.010756609547151672,161
606303,Joel Payamps,Medium,-0.048744246407631975,128
543507,Trevor May,Low,-0.11905807803969388,40
656234,Jake Bird,Low,-0.11951702049963445,15
598264,Matt Barnes,Low,0.1422060011916303,41
453192,Andrew Miller,Low,0.5001397368063836,18
595014,Blake Treinen,Medium,0.13610693676824856,67
686826,Bryce Jarvis,Low,-0.3033553616339361,5
519043,Matt Moore,Low,0.05968752624805397,47
642758,Domingo Acevedo,Medium,-0.058495475484083605,44
656458,Lucas Gilbreath,Medium,-0.007914187011718688,51
593619,Domingo Tapia,Medium,0.12343482378130449,23
642232,Ryan Yarbrough,High,-0.4235801147221865,9
596027,Dillon Maples,Low,-0.2910463141025392,8
668970,Gavin Hollowell,Low,0.4689792192421128,6
623437,Justin Topa,High,0.010231711821327443,7
656257,Jeff Brigham,Medium,0.15680304202894552,22
571882,Derek Law,High,0.1276164000809974,24
676702,Hunter Stratton,Low,-0.09375123370297554,13
518813,Greg Holland,High,-0.09982706939523449,6
661527,Seth Martinez,Medium,-0.11840595605263723,45
670174,Josh Winckowski,Low,-0.288181093572406,11
676051,Codi Heuer,Medium,-0.11757867273774103,32
657097,Jacob Webb,High,-0.11524253638138962,7
663432,Tanner Rainey,Low,-0.287464397673946,46
669438,Mason Englert,High,-0.38848073801199057,8
